sample_id,label,dataset,split,ASPRV1,C10ORF27,C1QBP,C2,C20ORF3,C21ORF114,C21ORF124,C21ORF29,C3ORF31,C4ORF19,C5ORF13,C6ORF148,C6ORF162,C6ORF185,C8G,C8ORF13,C8ORF40,C8ORF80,C9ORF110,C9ORF96,CACNG5,CALM3,CASP3,CAV1,CBFA2T2,CBX1,CCDC88A,CCDC88B,CCDC90A,CCM2,CECR5,CHL1,CHMP2B,CLP1,CNIH2,CTAGE6,DEPDC7,DGUOK,HS.573062,HS.578099,HS.581828,IL1F8,KCNH4,KCNJ14,KCNJ15,KIAA1666,KRTAP10-2,LDHC,LOC340096,LOC345051,LOC387646,LOC388474,LOC389120,LOC391859,LOC400163,LOC400793,LOC401398,LOC402569,LOC402571,LOC440928,LOC441459,LOC641719,LOC641860,LOC641941,LOC642005,LOC643368,LOC643948,LOC644066,LOC644472,LOC644689,LOC644922,LOC645010,LOC646720,LOC647042,LOC647542,LOC647666,LOC647995,LOC648568,LOC648716,LOC649167,LOC649371,LOC650247,MAF,MND1,MRPL46,MRPL48,MYL3,OR14C36,OR51I2,OR5AY1,OTUB2,P2RXL1,PABPC1,TSC22D2,WDR22,WDR31,WDR59,WDR60,WDR66,WDR87,WFS1,WNK4,WNT7B,XLKD1,XPO7,XPR1,YOD1,YTHDC2,ZBTB45,ZFAND5,ZNF226,ZNF585B,label_binary
GSM914353,TB,GSE37250,train,0.8202575222516096,0.53013794464513,-0.8304186088573575,-0.052965458083224566,0.7036086288234967,-0.1337908331124773,0.6954389326930649,0.4568839148945591,-0.4205841960672353,-0.7973794485224656,0.3647563191976892,0.40552538061197174,-0.369905586557506,-0.4893569631979054,-1.0205870631708198,-0.6814257172691031,-0.4834219457074618,-0.4362055403224786,-0.2774565497361415,-0.06757508485887223,2.781198102584405,-0.0850066582296913,0.05935809102814098,-1.570049476248222,0.8158136281770961,0.6511295256915617,0.684988679225064,0.10135829856693276,0.39678428677602423,0.3735515910816004,0.621031204776687,-0.2743673000510756,-0.5460605664699315,-0.6868430590811726,-0.6808421889238154,-0.39438891576697843,-0.1256274092745677,-0.8073735524588527,0.929310869517508,0.22190499828459828,1.243280035742536,0.6955992380920377,-2.0656957065125074,-0.25092535369530616,1.0025727273807132,0.976291944744156,0.4925299795763269,0.01793883099007766,1.9348394883411115,-0.5141941419676206,8.597086448912476,0.03945455202841569,-0.5768310676150175,-0.15630919981248473,-0.5029480777185626,1.1186473265164019,1.1020813445336806,-0.5793289015679306,-0.12910507072930386,-0.04473040284995081,0.36685721877869915,-1.238608106318326,-0.5907131051549411,0.6419909917965878,-0.5002541407712779,0.789940970915584,-0.6044470525534373,0.38348805452060636,-1.015782942593416,-0.8931458177397075,-1.8663323632330109,0.40977595685187806,-0.8553365774396487,-0.6815304632660473,-0.47857843218999374,-0.6785068063120122,0.2249193851834035,-0.012378751212934547,0.9528883197925969,0.05145260492435895,0.7666883491762884,0.4177159594113934,-0.5966228549303187,0.3828580609200881,0.35246498341085836,0.3898453049048998,-0.6403184403298411,0.9718037262706226,1.6065119330047215,-0.09081135164928517,-0.07486881814518526,0.6825721980565094,0.48439413910254686,1.3883684974784873,0.13957991914754783,-0.2150585226993594,-1.201550154370212,0.0403025820790189,-0.3762122581502548,0.5587812238243132,-1.5282156816120305,-0.04319342127906801,1.0848385148876654,-0.0729263363597733,0.5111143266776934,0.8019850298009804,1.0158858910620807,0.6182430942148224,-0.4520482369284291,-0.05901792309857083,-0.16961319312908665,-0.09703181733415664,1
GSM914354,TB,GSE37250,train,0.057543169939038005,1.6244649503994668,-0.4450642810767981,-0.557755341057576,-0.6022934727908758,-0.1337908331124773,-0.9811044238275378,0.6431747814397737,0.20083790395514994,0.9938687356314444,-0.5595066884271882,0.41611960779479273,-0.369905586557506,-0.4893569631979054,0.06954586385482019,0.5936142715141236,0.0456325527089462,0.21793760387489144,-0.9902765448474219,0.2026268629232777,3.059744855890796,1.48593976758226,-0.3591597413103535,-0.9629896545682899,0.490135196471563,0.006297262938971751,-1.5127718475118737,0.09340457073800464,-1.2770463980798374,0.5168345945449991,0.4646767669172735,2.5684250198007796,-0.09614528206291975,0.557175967809605,0.7947565459919406,-0.654033616649053,-0.1256274092745677,1.4745371552643984,0.04272260372978101,0.7760240553778587,1.0900549893919638,0.9260091045957028,0.08665521653920061,-0.25092535369530616,-0.7528295298366727,0.6443122851281332,0.5846289541043391,0.6396155039427677,-0.892818122209016,-0.5141941419676206,-0.13835452579921076,0.23984734860913365,-0.5768310676150175,0.739213426816038,-0.5029480777185626,0.04152449077012961,-0.3342505952744738,-0.4979529458685313,0.08881723373850083,-0.013015682976706114,0.36855925798261835,0.01706787374107602,0.3045581252612589,0.6960282662358107,1.6528379887646258,0.9607556900026788,-0.6044470525534373,0.7283059676957575,0.7668409635286909,0.572982034788504,-1.8663323632330109,0.3016685505662458,-0.8553365774396487,-0.6815304632660473,-1.3680755934171909,1.1119374629376442,0.9960791240550926,-1.302794506325955,0.6927682869171374,-1.023258943856694,-0.40860169511511507,-1.5612407460540947,0.9537408966257402,-1.0077607929840975,0.17084953975664594,-0.41222424399449736,-0.6403184403298411,0.5770231328549666,0.8966373917329036,-0.09081135164928517,-0.07486881814518526,0.20285471200188193,0.5657368566617362,0.7919316335737485,1.136179762393526,-0.2150585226993594,0.07157540430936331,0.425949352299899,-0.038753312386104195,-1.2251353986451543,-1.5282156816120305,-0.04319342127906801,1.010966116186174,-0.0729263363597733,0.6339328043545812,0.1890252118223996,-0.3829224261348011,0.3645323266396227,-0.14899771338476395,-0.39748582815308603,-1.5529337129498608,0.8784091317405676,1
GSM914355,TB,GSE37250,train,-1.5542463456022293,1.129102718885515,0.414241603038237,-0.3543374442146632,-1.4160921829147037,-0.1337908331124773,-1.2686967416550607,0.5623587409711381,0.3424261084102514,-0.7973794485224656,0.8626262507487656,-0.22069286030972574,-0.369905586557506,-0.4893569631979054,-2.123460001378951,-0.6814257172691031,0.3318166632075848,0.37127718608471294,-0.9902765448474219,-0.11672038706068763,1.5950961779032689,1.6067622314257952,0.2827551230820877,0.7691315763317897,0.46194822652412026,0.20208916315365272,0.7762913706629956,-0.2292884697816264,-0.05069297131138103,-0.29701176573217175,1.8745170039307437,-0.2743673000510756,0.10328831120872849,-0.4202197939786998,0.8536269077589036,0.2423514566074606,-0.1256274092745677,0.3739858537125889,0.38798569039971426,0.33401268398439726,0.8316448567030003,-0.049963346524569775,1.1909445673046855,3.5759154372357416,-0.8952539869364609,0.29014025111837355,1.2085682644245626,0.7364167125475459,-0.892818122209016,-0.5141941419676206,-0.13835452579921076,1.112589773817253,-0.5768310676150175,-1.6839522898827666,-0.5029480777185626,-0.17765638446944124,0.5015851684626135,-0.5793289015679306,-0.41578465519253455,-0.27815475678014573,0.06894988629597039,-1.238608106318326,1.3177889349149672,0.7363679799205174,-0.5002541407712779,1.3424190607783542,-0.6044470525534373,-1.1625534857131292,-1.015782942593416,-0.8931458177397075,1.4550267997460649,0.41193277349737156,1.7481907257301486,-0.6815304632660473,-1.3680755934171909,-0.6785068063120122,-0.1144185532591966,-1.302794506325955,-1.1723026218330095,-1.0522788709255568,1.0306863067082441,-1.5612407460540947,0.9664214248019064,-1.0077607929840975,0.7902079903293152,0.09091314391967784,-0.6403184403298411,1.31686493897105,1.5878008142517215,-0.09081135164928517,-0.07486881814518526,0.6408053054108355,0.7408569943690444,0.37486563704423237,0.8977454404654296,-0.2150585226993594,0.3618116209043065,0.4134744176754861,-2.6527425030449847,0.40806384927971906,0.9020201121652622,-0.04319342127906801,-0.7997372804329838,-0.0729263363597733,0.008378415576092875,-0.8161395441466524,-0.8616817688758542,0.5749219231863748,0.16463164912742742,-0.010350809770659813,-0.40705150918200805,-0.041745745189722266,1
GSM914356,TB,GSE37250,train,-0.7866656676265324,-0.7998913133091589,0.5056978430049152,-0.10788707310604735,-1.2007393897249883,-0.1337908331124773,-1.213460033884096,-0.3296236162000325,-0.6090062463004337,-0.7973794485224656,0.32884915439462453,-0.7716915387465629,-0.369905586557506,-0.4893569631979054,-0.7116019861102667,-0.6814257172691031,0.08250966932185151,-0.07125243871536013,-0.9902765448474219,-0.2616725287967275,-0.3505659901802584,0.6824298597650859,0.6370175062031936,0.415956717453045,0.518698205800512,-0.19860096987990125,0.22660550708739038,0.4734886678126295,-1.6977315225281833,-0.5386171015171108,0.4467205869945378,-0.2743673000510756,-0.3953534522215066,-0.9913626924310345,-0.4114250648160152,-1.083207604501215,-0.1256274092745677,-0.22999444432338634,-0.7708577502722586,0.30503581900698407,-1.033953365367481,-0.6366223032667591,0.35436278902441654,-0.25092535369530616,0.01282133439021122,-0.5851153097085023,-0.39223407818474265,1.1222100017663876,1.579238803210042,-0.5141941419676206,-0.13835452579921076,0.3232956223241012,0.037856956885613455,0.9197519325509258,2.170118014938926,-0.30174517272001394,0.38402474819423343,1.3240275631911336,0.24122807879601293,0.4891274706600328,0.7984673351152133,0.7736240793559925,-0.7424935996900526,0.737274660808777,-0.5002541407712779,0.031092350998006796,-0.6044470525534373,-1.1625534857131292,0.5232757190231546,-0.8931458177397075,-1.8663323632330109,-2.007356427876065,1.1163413323512335,0.8765426551925513,1.2321769440945773,-0.6785068063120122,1.4183923645354664,0.7882413037044228,0.40859570807469964,0.5118382357284379,0.16403601971694357,0.4856812941870702,0.42823456227288464,-1.0077607929840975,0.1845285457776211,-0.030562023609519564,-0.6403184403298411,0.6427693718645917,0.7974821779864001,-0.09081135164928517,-0.07486881814518526,0.7023730486004247,0.6847679168227069,-0.3442120638651006,0.6581173526751165,-0.2150585226993594,-0.27183831973401035,-0.12537373606081703,0.5457194861850185,-0.4905735475998233,-1.5282156816120305,-0.04319342127906801,1.3618421379472063,-0.0729263363597733,0.4484698869527931,-0.3652991328007716,0.7474410777793952,0.016141420631848223,-0.9944575900148168,-0.9586775866615177,-0.12260565674008801,-0.18013058546501373,1
GSM914357,TB,GSE37250,train,-1.206358030296917,0.9218172109592391,-0.7982925805859785,0.8338099523532474,-0.807722757965301,-0.1337908331124773,-0.46400767187425457,1.1071009016369229,-0.564996430764391,-0.7973794485224656,0.17256148193328896,0.011139226147767953,-0.369905586557506,-0.4893569631979054,0.41500398468619243,-0.6814257172691031,-0.08174299373370407,0.18307227361664039,-0.9902765448474219,0.6730270347191329,-0.3505659901802584,0.4596310196447542,-0.14036440164781255,-1.121119706815575,0.7925330058759557,0.20390389604996909,-1.5127718475118737,0.7108532322158946,-1.221415788468478,0.37463878764061176,0.5438665206220308,-0.2743673000510756,-0.563086014658628,-0.8595144061812154,-0.4785701465902152,-1.5584237153406835,-0.1256274092745677,1.0697077977645002,-0.03884757541213068,0.7596316180394309,0.42981660826815715,-0.0189236484906075,-2.0656957065125074,-0.25092535369530616,-0.8994834835510239,0.4648957671247763,0.5761490427147617,0.9250922724470584,2.1243263001953387,-0.5141941419676206,-0.13835452579921076,-0.08132851964038716,-0.5768310676150175,-1.6839522898827666,-0.5029480777185626,0.35652972819685125,1.120614209092412,-0.5793289015679306,-2.251363396671712,-0.17250151117852242,0.7937065426242415,0.11017227756801283,-0.32354535678348456,0.7862801318882188,-0.5002541407712779,1.0112349287569888,-0.6044470525534373,0.9866154990995181,-1.015782942593416,-0.8931458177397075,-0.10255013407606806,0.1676475440723644,1.1513197296958755,-0.6815304632660473,1.2571181740364379,0.6464774704863975,0.18158329419132824,0.7482245598139298,-0.027949582056678808,0.2933114811631582,0.17385485296750286,0.6825122962424603,0.3607381335692117,1.1168577942194091,-0.05078212157127283,-0.20754273328457734,-0.6403184403298411,0.10484568698204831,-0.861559919188487,-0.09081135164928517,-0.07486881814518526,-2.17450142824654,0.7868241247391051,0.7754711073184234,1.0956792326890936,-0.2150585226993594,0.5711396003335873,0.757547054913254,0.09574717882020559,-0.42461817939822566,0.27914406773019057,-0.04319342127906801,0.996681059531507,-0.0729263363597733,0.09654638730189725,-0.03244632996153142,-0.700571458690306,0.31187147492607714,-0.13049348964670401,-0.029560359677494655,0.45910941364410834,-0.00972146042607908,1
GSM914358,TB,GSE37250,train,-0.9766013377141662,-0.7998913133091589,0.8782001864162673,-0.4608024700370495,-0.7523560848139261,-0.1337908331124773,0.23521386059286362,0.710687458635523,-0.38558528951030324,1.982024983666499,0.03974621949234541,0.6242960684659998,-0.369905586557506,1.777549708346126,0.21453245429568446,1.0389929938711042,1.4802927496763676,0.17489378715948195,1.0971053805437505,0.8671088831520163,-0.3505659901802584,-0.7334686176254314,0.5593489263657376,-0.2661209180455174,0.15688138051923597,0.264498468562001,1.3193696103894932,-0.7983083135528061,-0.458169318409823,-0.8418984235239244,-0.0165626176558759,-0.2743673000510756,0.4789798870902851,-0.9767977423764721,-0.9531022870542484,-0.16832849686673684,-0.1256274092745677,0.19894241475937458,-1.2305682895004801,-0.3883778767071972,0.14879184530430545,-0.3429012237066179,0.701026365820185,-0.25092535369530616,-0.4675216059042917,-0.11964991220756424,-0.875782232006361,0.09622156036733534,-0.892818122209016,-0.5141941419676206,-0.13835452579921076,1.2347164112367184,-0.5768310676150175,-0.3885209430749461,-0.5029480777185626,-0.6156647467600944,0.6876739045788401,-0.5793289015679306,0.9658372178987659,0.1347344852388792,0.8444575925142792,0.7057474339715266,-0.0552168704316993,-0.03801352974118199,-0.5002541407712779,0.6982542816805792,-0.6044470525534373,1.1238315335759668,-1.015782942593416,0.7497643712129394,-1.8663323632330109,0.598351477146417,-0.8553365774396487,-0.6815304632660473,0.048611301957545205,-0.6785068063120122,0.24456984831089948,-1.302794506325955,-0.14420250603530482,0.3172221163768652,0.08224084585772208,0.07702474391223195,0.9728516697501698,-0.024008856935449515,0.3392160569777592,0.8457036036148372,2.663119339858387,-1.020494899960137,0.9858546569771819,-0.09081135164928517,-0.07486881814518526,0.09580017891920628,1.349601664183632,1.6653137868172954,0.9157273260912325,-0.2150585226993594,-0.79982964709216,0.6282228848663646,0.19803148047103827,1.0384869565234,0.6196215050021213,-0.04319342127906801,-0.7009778677052817,-0.0729263363597733,0.08485599250476589,1.2834467744951668,1.57190197553783,0.6767907289212113,-0.8270112683930859,-0.25244198949168917,1.263522846625205,0.9500593284697497,1
GSM914359,TB,GSE37250,train,-0.47661062788887576,-0.7998913133091589,0.6500240478800746,0.02608150695607549,-1.1040293560533303,-0.1337908331124773,-0.5866288633200052,0.9416179089855219,0.9786927445888014,-0.7973794485224656,-0.3441133392827783,0.4336017129427696,0.5298141729185485,-0.4893569631979054,-0.02783426737556531,0.750631917507493,0.5436818993739635,-1.1716509300109126,1.0281869936213246,1.078672400683405,-0.3505659901802584,0.06545170483057182,1.0508727869351109,-0.12294978598607462,0.5193684631259086,0.09404798079277042,0.7843366130073834,-1.170284479239297,-0.703996874415722,-0.017421598561622724,0.2280393357572177,-0.2743673000510756,0.41874477808568517,-1.3238825805412315,-1.199570046767649,0.009931360552701638,-0.1256274092745677,0.6660398582114773,-0.26093855158219476,0.9998536753286466,-0.8107313505122289,0.8208260618934361,-1.2539668258392536,-0.25092535369530616,-0.8095376435694575,0.33688591332762474,-2.4624682465285956,0.13744985388297948,-0.892818122209016,3.5611888381436763,-0.13835452579921076,0.1248263130400895,1.383609872377183,0.00791906289839388,1.130981121107812,0.13263547933249395,-0.0026244857797817073,-0.5793289015679306,0.5049617183433573,0.00644747666797658,-0.05618541664910225,0.3609428596924514,-0.09131862942501062,0.005663677466195998,0.7562822283481424,0.033831444507595086,-0.6044470525534373,-1.1625534857131292,-0.3803959165890088,-0.8931458177397075,0.19404486616515232,-0.4823016158644166,1.7119841880898532,-0.6815304632660473,0.7931617000060691,2.0371904491943855,-0.1705907687819335,-0.5453369578132474,1.1213275252025086,0.4407890092366031,0.6004419322380837,-1.5612407460540947,0.9236748476545878,0.9733470310257044,0.400037134482484,0.7789392573700351,-0.6403184403298411,0.7341922990877047,0.78176728215592,-0.09081135164928517,-0.07486881814518526,-1.4436556362481863,0.8180180038939319,2.1649369881206986,0.5513401743714521,-0.2150585226993594,0.09261865360272274,1.4134068685667402,1.4901639476550512,0.5338029750022917,-0.12748209398907523,-0.04319342127906801,0.01515159744642252,-0.0729263363597733,-0.4391907144750182,0.6890968835334298,0.0034250556434240863,0.7403135720751015,-0.6323916965237897,0.3017410709271562,0.400138537786596,0.7445099310291858,1
GSM914360,TB,GSE37250,train,-0.7904357786114321,-0.7998913133091589,0.14979643076612564,0.4493216109244827,-0.37073292766679017,-0.1337908331124773,0.2595527011036656,0.7580079996128745,-3.051633007733362,-0.7973794485224656,-2.0979017298507854,0.45264526702486635,-0.369905586557506,-0.4893569631979054,0.09093491643592772,-0.6814257172691031,-0.9836032890578457,-0.8579845403632322,1.6662714510866017,-0.15854567392876057,-0.3505659901802584,-1.643610200338717,-0.21840487743991607,1.3779459021065998,-0.0786233525667866,-1.1377242455121441,-1.3971213499414015,0.8580770917421733,-1.751653406374146,-0.813125062810737,-0.36936157835772887,-0.2743673000510756,-1.8378381929549417,-0.703341314091059,0.4404656095252098,-1.1578237863336003,-0.1256274092745677,-0.5207960843318122,0.31287784522687034,0.32784939147373054,0.18501641480044234,-0.2870525827443767,1.4325556027852882,-0.25092535369530616,0.7520800515803708,0.8642389801513353,0.4374811257038566,1.1282704668820955,-0.892818122209016,-0.18106557608964788,-0.13835452579921076,0.3757067679673677,0.6547815029592642,-0.28807885938623884,2.000046096768899,0.4698400687372756,0.43550864696780744,1.9396724942828576,0.4274777555013819,0.04154693145691693,0.040206320396362356,0.7842574256525682,0.6268924643237762,1.133789960973378,-0.5002541407712779,0.5583527504647697,-0.6044470525534373,0.47220517173223964,1.3018596948943018,-0.8931458177397075,-0.12206138201746722,-2.007356427876065,1.1900703465239428,-0.6815304632660473,-1.3680755934171909,1.2471086079752411,0.4537013900956936,0.9522384602732786,1.9142868110042974,-1.7180413965168881,0.6242421393119415,0.3586870157140717,0.8713115991474986,-0.125957740965216,0.5942384818400754,-0.05223309964111588,-0.6403184403298411,0.12296750038460066,2.0464762373152015,-0.09081135164928517,-0.07486881814518526,0.9332519881087916,-0.05586993512509366,1.614509030410467,2.6014151391908307,-0.2150585226993594,-1.0293147841477612,-3.762060997997012,0.3797088543508745,0.6674099613128296,-1.5282156816120305,-0.04319342127906801,0.27408657332586184,-0.0729263363597733,0.6535542863591554,-0.5182332679206865,1.149555304320056,-2.6895285890267235,-1.7276267771132425,-2.8346729487748554,0.2477476758801308,0.2566750729321935,1
GSM914361,TB,GSE37250,train,0.7847102474809704,-0.7998913133091589,0.5729277563222491,0.9955761930753629,-0.13398567487320678,-0.1337908331124773,0.9569899928914043,0.675210580840177,0.5488363242210864,-0.7973794485224656,0.39723783453423994,0.5966819584401387,-0.369905586557506,0.8577402789102635,0.4151036629302122,-0.6814257172691031,-0.40265662941331437,0.8703387694783298,-0.9902765448474219,1.800757925804342,-0.3505659901802584,-0.11673724336088025,-2.3879212365653437,-0.5498029802217961,-0.050460833228167794,-1.1130890131923512,-1.5127718475118737,1.3466188113112012,0.26557125740522214,-0.8834046032015872,0.5351862318754858,-0.2743673000510756,-1.1948500768382886,1.562663631215408,1.8366527084961168,0.4988060443392537,-0.1256274092745677,0.1460607528277483,1.153526039751497,-0.15361247730642694,0.530109122279161,0.2625319205810926,0.7864146228357514,1.442686222648604,0.6848736112540951,-1.2036583145038475,0.43838461525657946,0.19339923467753606,1.1475957547704412,-0.5141941419676206,-0.13835452579921076,0.4778914724305238,-0.5768310676150175,-0.9843127494497563,-0.5029480777185626,-0.8869016892741208,0.856598020856105,-0.5793289015679306,0.6630682220504883,-0.42611280073847513,0.8894419000376831,-1.238608106318326,0.7456093524660511,-0.40807976839837035,-0.5002541407712779,-0.7294371291021484,-0.6044470525534373,1.0221539041936094,-1.015782942593416,-0.01161977895668325,1.3415470112273988,-2.007356427876065,1.5516359179055574,-0.6815304632660473,1.1156609466519056,-0.6785068063120122,0.45041396208350937,0.5884880692716455,0.5019093174990784,0.8700120101871656,1.1440367331983203,1.2371356425091398,0.22440646082286295,0.9969659651598073,0.03929401817257936,-1.822075587099405,1.9652397711429632,0.7416499107129189,-0.47390910933488384,-0.09081135164928517,-0.07486881814518526,0.039567340993856406,0.27348605670981024,-2.926935429522719,0.17485047912468502,-0.2150585226993594,0.19576321601795343,-1.0591402791437616,-0.122312386284888,1.288064972721287,-1.5282156816120305,-0.04319342127906801,0.5873423859121669,-0.0729263363597733,0.02486702798934847,-1.8301258664811446,-0.3271424166196324,-2.6895285890267235,1.0295410692594187,-2.109801927424962,-2.7174337861625157,-2.222889122412277,1
GSM914362,TB,GSE37250,train,-1.0597128582249418,1.7694414959074236,0.48544907478768434,0.46928357547895133,-1.1232808854680865,-0.1337908331124773,0.6783011387825635,-1.590337955579094,1.0490762655690968,-0.7973794485224656,-0.19618432995126384,0.7840324531995009,-0.369905586557506,2.2156324573583226,0.7779792498481294,1.9621163176761613,2.5953889287926213,-0.5734547330878068,-0.9902765448474219,-2.8935194886395714,-0.3505659901802584,-0.8906905628733022,1.808080504486398,0.22272849643404785,0.22750078842767216,0.5870660264526012,1.2828767219399018,-0.5871217133851078,0.6196115350197458,-0.26836010148660966,1.3839502327631727,-0.2743673000510756,0.08352431469146265,-0.6669924785722148,-1.4666089308622503,0.6199868071468968,-0.1256274092745677,2.314602790779087,0.16501491832786086,-0.2783132567267364,-1.8120288637043482,-0.14997077917073315,0.8308700882302594,-0.25092535369530616,-1.0454674407349207,-1.147856685746406,-1.9469173244199487,-0.22168522907805738,1.3529117221089901,-0.5141941419676206,-0.13835452579921076,1.427845129457785,-0.5768310676150175,-1.6839522898827666,2.6543460914153587,-0.5685175530935607,0.22229618099589205,1.1467515355822457,0.4602178543081778,0.9817869018040425,-0.10816525912020271,0.19811186997855068,-0.10110122186421322,0.08136986487438926,-0.5002541407712779,0.2804288410383571,2.0683713061794124,-0.35610223175012407,-1.015782942593416,1.144676492860459,-0.7481096925887873,0.45826077059175635,0.503059153233785,-0.6815304632660473,-1.3680755934171909,-0.6785068063120122,-0.5838581102784031,0.08174403289393582,-1.4205442271979132,-0.43870591143151255,0.5367835963208882,0.5767102197679181,2.0290525970992817,0.11463995192083645,1.2852202516864812,1.0390606467642858,-0.6403184403298411,0.26818039521396403,1.007701714123605,-0.09081135164928517,-0.07486881814518526,-2.17450142824654,-0.27528034546185576,-0.9652371244593901,0.35836015948019023,-0.2150585226993594,0.09721478430582252,1.15163568986476,0.5305955898567513,0.41966723204755996,0.6598099301188095,-0.04319342127906801,0.9591940201310243,-0.0729263363597733,-1.4414141638086222,0.8139131174466355,-0.9961301123258438,0.6069421727377478,0.18710791989055506,0.4161641556723697,1.0694604134297483,0.7038738584641645,1
